# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-g" "Parent" "-a" "/home/benjamin/genome_assembly/PST79/FALCON/p_assemblies/v9_1/032017_assembly/Pst_104E_v12_h_ctg.anno.gff3" "-G" "/home/benjamin/genome_assembly/PST79/FALCON/p_assemblies/v9_1/032017_assembly/Pst_104E_v12_h_ctg.fa" "-o" "Pst_104E_v12_h_ctg.in_house.STAR.featureCounts.txt" "-p" "GS_DG_S12412_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam" "GS_DG_S18112_CGATGT_L001_R1_001Aligned.sortedByCoord.out.bam" "GS_DG_S22312_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H17412_TGACCA_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H1_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam" "HE_DG_H2_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_4_GTGAAA_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_5_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT0_DG_6_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_7_TAGCTT_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_8_GGCTAC_L001_R1_001Aligned.sortedByCoord.out.bam" "IT6_DG_9_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG_10_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG1_CGATGT_L003_R1_001Aligned.sortedByCoord.out.bam" "IT9_DG2_TGACCA_L003_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_1_ACAGTG_L001_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_2_GCCAAT_L001_R1_001Aligned.sortedByCoord.out.bam" "UG_DG_3_CTTGTA_L001_R1_001Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	GS_DG_S12412_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam	GS_DG_S18112_CGATGT_L001_R1_001Aligned.sortedByCoord.out.bam	GS_DG_S22312_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H17412_TGACCA_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H1_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam	HE_DG_H2_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_4_GTGAAA_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_5_ATCACG_L001_R1_001Aligned.sortedByCoord.out.bam	IT0_DG_6_ACTTGA_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_7_TAGCTT_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_8_GGCTAC_L001_R1_001Aligned.sortedByCoord.out.bam	IT6_DG_9_TTAGGC_L001_R1_001Aligned.sortedByCoord.out.bam	IT9_DG_10_GATCAG_L001_R1_001Aligned.sortedByCoord.out.bam	IT9_DG1_CGATGT_L003_R1_001Aligned.sortedByCoord.out.bam	IT9_DG2_TGACCA_L003_R1_001Aligned.sortedByCoord.out.bam	UG_DG_1_ACAGTG_L001_R1_001Aligned.sortedByCoord.out.bam	UG_DG_2_GCCAAT_L001_R1_001Aligned.sortedByCoord.out.bam	UG_DG_3_CTTGTA_L001_R1_001Aligned.sortedByCoord.out.bam
evm.model.hcontig_036_012.9	hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012	37776;38117;38304;38467;38880;38996	38052;38227;38378;38797;38901;39139	+;+;+;+;+;+	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_036_012.8	hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012	32062;32261;32631;32897;33157;33411	32121;32547;32793;33078;33283;33449	-;-;-;-;-;-	858	117	108	115	6	16	5	0	0	0	0	1	2	28	39	22	41	30	39
evm.model.hcontig_036_012.7	hcontig_036_012;hcontig_036_012;hcontig_036_012	23485;23660;23835	23568;23760;23982	-;-;-	333	1528	2077	2292	3	15	16	0	0	0	1	3	1	5	9	2	657	589	681
evm.model.hcontig_036_012.6	hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012	20831;20940;21356;21726;22179	20875;21286;21662;21771;22261	+;+;+;+;+	828	367	314	399	181	496	145	0	0	0	44	65	44	211	571	225	307	333	260
evm.model.hcontig_036_012.5	hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012	17583;17771;17928;18353;18929;19289;19525	17690;17866;18275;18865;19221;19451;20388	-;-;-;-;-;-;-	2385	78	57	51	1	2	3	0	0	0	4	5	3	23	52	25	12	12	11
evm.model.hcontig_036_012.4	hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012	10644;11149;12061;13667;14296	11060;11986;13599;14212;14426	-;-;-;-;-	3471	58	50	60	11	31	7	0	0	0	5	7	4	16	114	47	26	9	13
evm.model.hcontig_036_012.3	hcontig_036_012	8738	9598	-	861	124	111	116	136	355	163	0	0	0	48	48	33	181	755	284	49	39	52
evm.model.hcontig_036_012.2	hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012	6880;6976;7125;7350;7492	6905;7050;7241;7415;7651	-;-;-;-;-	444	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0
evm.model.hcontig_036_012.1	hcontig_036_012;hcontig_036_012;hcontig_036_012	5520;5708;5861	5633;5781;5993	-;-;-	321	0	1	0	12	29	31	0	0	0	3	0	1	6	853	363	0	0	0
evm.model.hcontig_036_012.12	hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012;hcontig_036_012	51302;51456;52092;52243;53134	51390;52027;52162;52944;53205	-;-;-;-;-	1506	44	29	45	4	7	0	0	0	0	4	9	9	10	54	45	5	15	18
evm.model.hcontig_036_012.14	hcontig_036_012;hcontig_036_012;hcontig_036_012	56722;56898;57089	56800;56973;57215	-;-;-	282	0	0	0	44	252	71	0	0	0	24	10	34	22	193	220	1	0	0
evm.model.hcontig_037_004.65	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	239081;239208;239307;239407;239517;239669;239921;240049;240555;240669;240974;241104;241229;241357;241559;241903	239128;239222;239317;239441;239579;239816;239987;240477;240574;240828;241021;241113;241264;241475;241719;242341	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1809	429	477	544	150	337	135	0	0	0	29	36	20	938	1383	292	140	104	103
evm.model.hcontig_037_004.28	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	87464;87750;88015;88203;88295	87674;87957;88130;88229;88512	-;-;-;-;-	780	1	0	0	308	730	356	0	0	0	111	76	124	57	161	281	0	1	0
evm.model.hcontig_037_004.29	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	91614;91827;91937;92116;92315;92481;92728;92938;93126	91732;91829;91996;92182;92393;92581;92795;93017;93202	+;+;+;+;+;+;+;+;+	654	2256	2409	2426	288	726	313	0	0	0	377	591	313	1502	5152	1966	1634	1361	1408
evm.model.hcontig_037_004.23	hcontig_037_004	68347	68946	-	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_037_004.20	hcontig_037_004	61632	61910	+	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_037_004.26	hcontig_037_004;hcontig_037_004	74454;74600	74520;74700	+;+	168	43	66	68	5	20	5	0	0	0	3	3	5	14	45	24	11	6	9
evm.model.hcontig_037_004.24	hcontig_037_004	69023	69607	-	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_037_004.25	hcontig_037_004	69652	70020	-	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_037_004.66	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	245138;245232;245653;245821;246244;246402;246575;246986;247156;247493;248594;248765;248972;249058	245150;245571;245743;246178;246319;246499;246892;247067;247420;248527;248706;248899;248992;249100	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2988	3190	2470	3232	193	563	190	0	0	1	163	283	147	960	3048	1430	1393	1319	1433
evm.model.hcontig_037_004.67	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	249444;249718;249933;250173	249645;249830;250094;250541	+;+;+;+	846	1768	1851	2000	226	483	144	0	0	0	81	190	93	570	886	316	1169	973	1188
evm.model.hcontig_037_004.64	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	237308;237598;237827;238125;238435	237513;237752;238021;238348;238569	+;+;+;+;+	915	419	489	593	80	138	60	0	0	0	63	134	64	248	840	345	287	195	238
evm.model.hcontig_037_004.62	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	232412;232588;232770;232906;233150	232519;232707;232829;233082;233389	-;-;-;-;-	705	2	2	1	155	306	116	0	0	0	2	1	4	11	30	7	3	4	1
evm.model.hcontig_037_004.63	hcontig_037_004;hcontig_037_004	235669;236105	236000;236213	+;+	441	7	12	11	1023	2516	889	0	0	0	99	39	72	96	431	370	1	0	3
evm.model.hcontig_037_004.60	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	227953;228141;228299;228554;228760	228054;228214;228430;228668;228792	-;-;-;-;-	456	1836	1770	1725	1234	3251	1098	0	0	0	214	385	209	1271	2821	1053	1161	1211	1039
evm.model.hcontig_037_004.61	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	229821;230005;230189;230324;230576	229928;230124;230248;230500;230830	-;-;-;-;-	720	426	551	491	4	9	5	0	0	0	0	0	0	9	14	2	74	134	133
evm.model.hcontig_037_004.68	hcontig_037_004;hcontig_037_004;hcontig_037_004	251317;251537;251701	251472;251625;251932	-;-;-	477	0	1	4	367	4626	570	0	0	0	105	52	97	108	3492	211	0	1	1
evm.model.hcontig_037_004.69	hcontig_037_004;hcontig_037_004	252195;252487	252416;252591	+;+	327	0	0	0	2	18	4	0	0	0	5	6	6	3	180	7	0	0	0
evm.model.hcontig_037_004.39	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	126666;126851;127018;127272;127413;127585;127833;128236;128558;128788;128886;129225;129394;129487;129647;129868;130094;130295;130517;130615;130770;131016	126703;126926;127200;127337;127507;127746;128148;128474;128705;128816;129150;129316;129411;129566;129801;130029;130222;130423;130530;130682;130915;131054	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2649	6552	4904	6698	1047	2805	969	1	1	0	1356	1522	1223	6089	32695	14245	2329	2087	1910
evm.model.hcontig_037_004.33	hcontig_037_004;hcontig_037_004	108054;108645	108564;108985	-;-	852	641	698	656	59	104	40	0	0	0	47	59	68	350	1112	358	312	303	321
evm.model.hcontig_037_004.48	hcontig_037_004	167133	167525	-	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_037_004.49	hcontig_037_004	167744	168361	+	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_037_004.44	hcontig_037_004	158916	159308	-	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_037_004.45	hcontig_037_004	159527	160144	+	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_037_004.47	hcontig_037_004	165248	165706	-	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_037_004.40	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	134564;134795;134994;135176;135414	134673;134904;135057;135326;135428	-;-;-;-;-	450	8768	6792	8719	1123	2703	920	0	0	0	671	1319	641	3094	9403	4117	6768	7261	6157
evm.model.hcontig_037_004.41	hcontig_037_004;hcontig_037_004;hcontig_037_004	137205;137401;137631	137304;137498;137681	+;+;+	249	106	306	389	28	47	14	0	0	0	97	205	89	248	358	326	12	2	5
evm.model.hcontig_037_004.42	hcontig_037_004;hcontig_037_004	147675;148222	148157;148581	-;-	843	418	373	451	39	80	44	0	0	0	40	33	34	115	329	161	208	113	131
evm.model.hcontig_037_004.43	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	153714;153950;154137;154291	153877;154059;154232;155342	+;+;+;+	1422	1265	1186	1386	138	469	160	0	0	0	280	239	225	814	2965	1370	1286	834	967
evm.model.hcontig_037_004.2	hcontig_037_004	3223	3474	+	252	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_037_004.7	hcontig_037_004;hcontig_037_004;hcontig_037_004	22991;23463;23700	23365;23565;23809	+;+;+	588	1085	974	948	458	1392	459	0	0	1	100	130	98	726	2198	815	773	926	756
evm.model.hcontig_037_004.36	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	114062;114281;114647;114876;115094	114178;114535;114766;115004;115162	-;-;-;-;-	690	0	1	0	493	1106	493	0	0	0	18	13	16	53	88	28	0	0	0
evm.model.hcontig_037_004.31	hcontig_037_004;hcontig_037_004	96031;96451	96371;96961	+;+	852	635	640	652	27	66	23	1	0	0	68	86	46	345	1014	326	360	290	317
evm.model.hcontig_037_004.30	hcontig_037_004;hcontig_037_004;hcontig_037_004	94772;94979;95153	94894;95084;95289	+;+;+	366	265	436	430	3048	4452	766	0	1	2	447	8321	457	6734	12734	4979	85	47	48
evm.model.hcontig_037_004.35	hcontig_037_004	112017	112913	-	897	73	60	50	95	252	102	0	0	1	28	51	32	197	382	121	43	57	63
evm.model.hcontig_037_004.34	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	109704;109909;110099;110488;110600	109840;110014;110417;110509;110639	-;-;-;-;-	624	716	1140	1121	3426	5402	840	0	0	1	2720	48488	2835	37475	64530	25834	262	157	215
evm.model.hcontig_037_004.37	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	117212;117465;117679;117918;118136	117367;117563;117801;118046;118204	-;-;-;-;-	576	1	0	0	696	1777	418	0	0	0	1	0	0	132	196	22	0	0	0
evm.model.hcontig_037_004.18	hcontig_037_004	53727	55259	-	1533	0	0	0	18	36	6	0	0	0	2	0	0	2	3	8	0	0	0
evm.model.hcontig_037_004.17	hcontig_037_004;hcontig_037_004	52969;53145	52992;53618	-;-	498	0	0	0	57	78	19	0	0	0	1	0	1	0	0	3	0	0	0
evm.model.hcontig_037_004.15	hcontig_037_004;hcontig_037_004	46715;47105	46990;47620	+;+	792	1	0	0	2	7	1	0	0	0	0	0	0	0	1	0	0	0	0
evm.model.hcontig_037_004.14	hcontig_037_004;hcontig_037_004;hcontig_037_004	43148;43333;43597	43264;43533;43728	-;-;-	450	1	2	0	8	5	4	0	0	0	6	5	2	11	136	61	0	2	0
evm.model.hcontig_037_004.11	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	35887;36155;36366;36533	36063;36307;36463;36776	+;+;+;+	672	1432	1758	2087	195	374	185	0	0	0	75	117	72	326	1380	792	747	548	715
evm.model.hcontig_037_004.10	hcontig_037_004;hcontig_037_004	35574;35705	35639;35869	+;+	231	386	492	552	2	16	9	0	0	0	24	46	19	115	432	252	206	141	192
evm.model.hcontig_037_004.71	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	257393;257562;257724;257952;258133	257451;257634;257861;258049;258145	-;-;-;-;-	381	2057	2021	2226	4010	9502	3551	0	1	1	816	1558	795	3397	10154	3884	2492	2803	2317
evm.model.hcontig_037_004.70	hcontig_037_004;hcontig_037_004;hcontig_037_004	252972;253222;253406	253128;253325;253498	+;+;+	354	0	0	0	63	340	50	0	0	0	11	9	12	9	359	23	0	0	0
evm.model.hcontig_037_004.73	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	261474;264078;264213;264372	263999;264146;264296;264674	-;-;-;-	2982	2497	2118	2495	112	284	75	0	0	0	130	204	134	833	4051	2135	922	831	856
evm.model.hcontig_037_004.72	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	259057;259637;260057;260309;260618	259560;259948;260205;260464;260675	-;-;-;-;-	1179	186	170	184	119	280	136	0	0	0	89	143	64	391	888	413	81	55	73
evm.model.hcontig_037_004.59	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	223495;224176;224675;226232;226431	224095;224598;226129;226293;226493	+;+;+;+;+	2604	1026	902	1095	58	231	71	0	0	0	105	136	97	769	3013	1020	515	510	506
evm.model.hcontig_037_004.58	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	220613;220735;220992;221254	220651;220863;221147;221556	+;+;+;+	627	2	10	6	958	1975	915	0	0	0	33	11	29	44	148	85	4	0	5
evm.model.hcontig_037_004.51	hcontig_037_004	182769	183137	-	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_037_004.57	hcontig_037_004;hcontig_037_004	217000;218619	218546;219291	+;+	2220	1444	1114	1379	339	786	268	0	0	0	220	611	223	1326	3546	1516	739	704	710
evm.model.hcontig_037_004.56	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	215658;215750;216024;216216;216374	215678;215950;216127;216306;216382	-;-;-;-;-	426	3278	2833	3701	1505	3284	1067	0	0	0	610	903	578	2211	6318	2840	3055	3249	2779
evm.model.hcontig_037_004.55	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	208220;208321;208484;208679;208786;208988;209145;209242	208238;208394;208604;208708;208889;209064;209176;209282	-;-;-;-;-;-;-;-	498	1	1	1	262	246	98	0	1	0	122	1833	104	1593	993	489	2	2	1
evm.model.hcontig_037_004.54	hcontig_037_004	203660	204208	-	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_037_004.38	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	120076;120659;120860;121055;122220;123286;123579;123841	120585;120772;120950;122107;123202;123486;123743;123858	+;+;+;+;+;+;+;+	3135	3330	2890	3495	342	840	360	0	0	0	703	470	617	1950	9352	5049	865	892	906
evm.model.hcontig_037_004.32	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	97845;98194;98341;98536;98882;100359;101306;101445	98105;98249;98467;98799;100257;101205;101362;101591	-;-;-;-;-;-;-;-	3135	7092	5504	6947	641	1751	588	0	0	0	632	1543	604	4098	14616	5309	3209	2667	2765
evm.model.hcontig_037_004.3	hcontig_037_004	6621	7556	+	936	2	0	1	1	1	0	0	0	0	0	0	0	0	1	1	4	2	0
evm.model.hcontig_037_004.1	hcontig_037_004	919	1542	+	624	0	0	0	3	4	5	0	0	0	5	0	6	1	491	273	0	0	0
evm.model.hcontig_037_004.6	hcontig_037_004;hcontig_037_004;hcontig_037_004	19617;20589;20987	20498;20849;21952	+;+;+	2109	2081	1732	2218	53	214	79	0	0	0	340	291	330	1152	5402	2732	919	737	869
evm.model.hcontig_037_004.5	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	16612;16822;17079;17493;17663	16743;16993;17262;17586;17770	-;-;-;-;-	690	10	18	17	37	84	31	0	0	0	2	11	2	36	34	29	4	3	3
evm.model.hcontig_037_004.4	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	12512;12802;13403;13555;13880	12716;13295;13467;13790;16347	+;+;+;+;+	3468	4	2	4	6	26	10	0	0	0	0	2	0	610	159	3	3	0	3
evm.model.hcontig_037_004.9	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	34365;34464;34620;35195;35296	34392;34554;34903;35227;35345	+;+;+;+;+	486	890	1097	1333	3	12	5	1	0	0	54	124	61	305	837	401	623	394	613
evm.model.hcontig_037_004.8	hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004;hcontig_037_004	25942;26586;26858;26993;27127	25956;26770;26903;27054;27229	+;+;+;+;+	411	7371	8212	8214	3313	9584	3069	0	2	2	2905	3630	2759	12367	36815	17118	6904	6932	5819
evm.model.hcontig_037_011.15	hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011	60040;60267;60543;60651;61188;61290	60199;60459;60579;61121;61221;61309	+;+;+;+;+;+	915	2158	2532	2456	73	231	87	0	0	1	17	5	17	13106	20242	259	989	1086	1056
evm.model.hcontig_037_011.78	hcontig_037_011;hcontig_037_011;hcontig_037_011	376006;376159;376327	376062;376229;376450	-;-;-	252	0	0	0	0	0	0	0	0	0	0	0	0	4	6	1	0	0	0
evm.model.hcontig_037_011.14	hcontig_037_011;hcontig_037_011;hcontig_037_011	54523;54754;55924	54652;55842;57782	-;-;-	3078	1957	2259	2464	117	344	123	0	0	0	117	242	114	716	2353	1074	1036	888	1051
evm.model.hcontig_037_011.91	hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011	414588;415121;415395;415563;415750;415925	415055;415325;415490;415680;415846;416098	+;+;+;+;+;+	1158	1058	985	1136	200	511	193	0	0	1	253	242	196	675	2753	1287	1109	966	897
evm.model.hcontig_037_011.90	hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011	410646;411020;411172;411475	410921;411084;411351;411517	+;+;+;+	564	677	759	785	256	555	247	0	0	0	215	142	227	863	2468	954	702	380	582
evm.model.hcontig_037_011.93	hcontig_037_011	425899	427092	-	1194	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
evm.model.hcontig_037_011.53	hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011	273776;274211;274449;274776;274990;275236	274135;274371;274697;274901;275166;275470	+;+;+;+;+;+	1308	1760	1610	1774	158	376	155	0	0	0	105	185	109	733	1950	822	713	535	718
evm.model.hcontig_037_011.16	hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011	64289;64618;65102;66602	64512;64682;66490;66774	+;+;+;+	1851	1	3	2	19	38	22	0	0	0	0	6	1	141	202	9	4	1	0
evm.model.hcontig_037_011.94	hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011	429764;429941;430473;430641;430855;431173;431351	429874;430380;430568;430773;431064;431278;431409	+;+;+;+;+;+;+	1155	4128	3169	4284	314	744	308	0	1	1	198	226	185	789	2089	1081	3288	2282	2504
evm.model.hcontig_037_011.19	hcontig_037_011;hcontig_037_011;hcontig_037_011	72985;73102;73407	73020;73320;73499	-;-;-	348	2	2	0	4	20	9	0	0	0	0	1	0	2	33	10	1	1	1
evm.model.hcontig_037_011.18	hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011	70713;71014;71558;71676	70950;71475;71590;72127	+;+;+;+	1185	0	0	0	58	194	83	0	0	0	7	1	7	25	70	18	0	1	1
evm.model.hcontig_037_011.70	hcontig_037_011	352299	352796	-	498	2	2	3	0	0	0	0	0	0	0	0	1	0	7	3	0	0	0
evm.model.hcontig_037_011.36	hcontig_037_011	175252	175551	-	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.model.hcontig_037_011.35	hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011	163919;164214;164471;164705	164128;164379;164628;164974	-;-;-;-	804	0	1	0	5	33	14	0	0	0	1	1	0	14	22	10	0	0	0
evm.model.hcontig_037_011.34	hcontig_037_011;hcontig_037_011;hcontig_037_011	163117;163267;163408	163199;163328;163469	+;+;+	207	1	1	3	8	27	9	0	0	0	1	3	0	4	9	2	1	1	1
evm.model.hcontig_037_011.33	hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011	151656;151858;152668;155061;155603;158206;159508	151725;152554;154984;155532;158012;158890;159627	-;-;-;-;-;-;-	6771	2428	1903	2747	128	624	146	0	0	0	250	337	248	1925	11863	3315	704	583	682
evm.model.hcontig_037_011.32	hcontig_037_011;hcontig_037_011;hcontig_037_011	147380;147604;147766	147518;147680;147849	+;+;+	300	4	1	9	4	2	0	0	0	0	0	0	0	2	6	1	4	3	3
evm.model.hcontig_037_011.31	hcontig_037_011;hcontig_037_011;hcontig_037_011	144909;145115;145271	145029;145191;145327	+;+;+	255	553	515	506	0	8	5	0	0	0	3	0	0	7	22	21	87	151	64
evm.model.hcontig_037_011.39	hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011	219047;219165;219309;219710;220190;220324;220462	219081;219187;219628;220114;220252;220386;220899	-;-;-;-;-;-;-	1347	1	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0
evm.model.hcontig_037_011.37	hcontig_037_011	181825	184407	-	2583	24	17	24	38	130	42	0	0	0	7	4	4	45	113	54	10	5	11
evm.model.hcontig_037_011.38	hcontig_037_011;hcontig_037_011;hcontig_037_011	188341;188776;189099	188694;189021;189239	+;+;+	741	974	922	1142	123	317	102	0	0	0	115	108	85	304	847	384	701	473	636
evm.model.hcontig_037_011.59	hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011	295567;296251;296496;296666;296843	296174;296384;296588;296764;297171	+;+;+;+;+	1263	298	351	344	5	27	26	0	0	0	36	0	32	111	3547	2094	219	170	253
evm.model.hcontig_037_011.58	hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011	289483;289579;289896;290526;290649	289497;289824;290461;290577;290900	+;+;+;+;+	1131	14	59	39	689	2105	912	0	0	0	5549	6723	5298	13614	70876	34670	73	54	70
evm.model.hcontig_037_011.55	hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011;hcontig_037_011	280316;280440;280566;280814;280984;281124;281283;281556;281737;281876	280358;280464;280704;280886;281027;281196;281433;281642;281780;281976	+;+;+;+;+;+;+;+;+;+	780	216	273	246	44	80	36	0	0	0	9	9	8	130	274	29	237	215	256
